trans_id                                           account_id                                         date                                               type                                               operation                                          amount                                             balance                                            k_symbol                                           bank                                               account
3586191                                            1695                                               930131                                             "PRIJEM"                                           ""                                                 38.80                                              12070.80                                           "UROK"                                             NULL                                               NULL
3587145                                            1726                                               930131                                             "PRIJEM"                                           ""                                                 38.20                                              15005.20                                           "UROK"                                             NULL                                               NULL
3549613                                            576                                                930131                                             "PRIJEM"                                           ""                                                 20.10                                              7127.10                                            "UROK"                                             NULL                                               NULL
3546683                                            485                                                930131                                             "PRIJEM"                                           ""                                                 38.90                                              25830.90                                           "UROK"                                             NULL                                               NULL
3599467                                            2087                                               930131                                             "PRIJEM"                                           ""                                                 7.10                                               17590.10                                           "UROK"                                             NULL                                               NULL
3600403                                            2122                                               930131                                             "PRIJEM"                                           ""                                                 107.10                                             46959.10                                           "UROK"                                             NULL                                               NULL
3466049                                            3510                                               930131                                             "PRIJEM"                                           ""                                                 48.00                                              23871.00                                           "UROK"                                             NULL                                               NULL
3444292                                            2099                                               930131                                             "PRIJEM"                                           ""                                                 62.40                                              53805.40                                           "UROK"                                             NULL                                               NULL
207642                                             704                                                930131                                             "PRIJEM"                                           "VKLAD"                                            2900.00                                            21427.10                                           ""                                                 NULL                                               NULL
3602138                                            2177                                               930131                                             "PRIJEM"                                           ""                                                 21.50                                              5944.50                                            "UROK"                                             NULL                                               NULL
3595783                                            1972                                               930131                                             "PRIJEM"                                           ""                                                 19.10                                              5717.10                                            "UROK"                                             NULL                                               NULL
3594124                                            1926                                               930131                                             "PRIJEM"                                           ""                                                 14.00                                              5221.00                                            "UROK"                                             NULL                                               NULL
3648651                                            3592                                               930131                                             "PRIJEM"                                           ""                                                 19.50                                              6626.50                                            "UROK"                                             NULL                                               NULL
3645341                                            3487                                               930131                                             "PRIJEM"                                           ""                                                 42.70                                              16756.70                                           "UROK"                                             NULL                                               NULL
3556397                                            793                                                930131                                             "PRIJEM"                                           ""                                                 15.20                                              4216.20                                            "UROK"                                             NULL                                               NULL
2809959                                            9307                                               930131                                             "PRIJEM"                                           "VKLAD"                                            5282.00                                            6182.00                                            ""                                                 NULL                                               NULL
3608592                                            2378                                               930131                                             "PRIJEM"                                           ""                                                 94.70                                              94153.70                                           "UROK"                                             NULL                                               NULL
3607855                                            2357                                               930131                                             "PRIJEM"                                           ""                                                 19.40                                              7253.40                                            "UROK"                                             NULL                                               NULL
3609127                                            2393                                               930131                                             "PRIJEM"                                           ""                                                 28.20                                              11665.10                                           "UROK"                                             NULL                                               NULL
3612139                                            2484                                               930131                                             "PRIJEM"                                           ""                                                 42.70                                              15921.70                                           "UROK"                                             NULL                                               NULL
3669814                                            5270                                               930131                                             "PRIJEM"                                           ""                                                 110.20                                             45659.20                                           "UROK"                                             NULL                                               NULL
3479816                                            9307                                               930131                                             "PRIJEM"                                           ""                                                 0.80                                               6182.80                                            "UROK"                                             NULL                                               NULL
3572388                                            1276                                               930131                                             "PRIJEM"                                           ""                                                 23.10                                              7197.10                                            "UROK"                                             NULL                                               NULL
3627125                                            2925                                               930131                                             "PRIJEM"                                           ""                                                 20.00                                              7466.00                                            "UROK"                                             NULL                                               NULL
3625747                                            2881                                               930131                                             "PRIJEM"                                           ""                                                 19.60                                              7678.60                                            "UROK"                                             NULL                                               NULL
1117691                                            3818                                               930131                                             "PRIJEM"                                           "VKLAD"                                            2000.00                                            20021.80                                           ""                                                 NULL                                               NULL
771484                                             2632                                               930201                                             "PRIJEM"                                           "VKLAD"                                            5100.00                                            20511.50                                           ""                                                 NULL                                               NULL
490777                                             1675                                               930201                                             "PRIJEM"                                           "VKLAD"                                            1100.00                                            1100.00                                            ""                                                 NULL                                               NULL
1730428                                            5868                                               930202                                             "PRIJEM"                                           "VKLAD"                                            200.00                                             200.00                                             ""                                                 NULL                                               NULL
453138                                             1539                                               930202                                             "PRIJEM"                                           "VKLAD"                                            11900.00                                           12500.00                                           ""                                                 NULL                                               NULL
754232                                             2574                                               930202                                             "PRIJEM"                                           "VKLAD"                                            1100.00                                            1100.00                                            ""                                                 NULL                                               NULL
726266                                             2484                                               930202                                             "PRIJEM"                                           "VKLAD"                                            5500.00                                            21421.70                                           ""                                                 NULL                                               NULL
497553                                             1695                                               930202                                             "PRIJEM"                                           "VKLAD"                                            7500.00                                            19570.80                                           ""                                                 NULL                                               NULL
529229                                             1805                                               930202                                             "PRIJEM"                                           "VKLAD"                                            1100.00                                            1100.00                                            ""                                                 NULL                                               NULL
882361                                             3007                                               930202                                             "PRIJEM"                                           "VKLAD"                                            800.00                                             800.00                                             ""                                                 NULL                                               NULL
505750                                             1726                                               930202                                             "PRIJEM"                                           "VKLAD"                                            6000.00                                            21005.20                                           ""                                                 NULL                                               NULL
251233                                             862                                                930202                                             "PRIJEM"                                           "VKLAD"                                            200.00                                             200.00                                             ""                                                 NULL                                               NULL
711848                                             2434                                               930202                                             "PRIJEM"                                           "VKLAD"                                            600.00                                             600.00                                             ""                                                 NULL                                               NULL
145127                                             485                                                930203                                             "VYDAJ"                                            "VYBER"                                            25300.00                                           46177.90                                           ""                                                 NULL                                               NULL
144544                                             485                                                930203                                             "PRIJEM"                                           "VKLAD"                                            45647.00                                           71477.90                                           ""                                                 NULL                                               NULL
332444                                             1132                                               930203                                             "PRIJEM"                                           "VKLAD"                                            1000.00                                            1000.00                                            ""                                                 NULL                                               NULL
1313152                                            4484                                               930203                                             "PRIJEM"                                           "VKLAD"                                            700.00                                             700.00                                             ""                                                 NULL                                               NULL
1028980                                            3514                                               930203                                             "PRIJEM"                                           "VKLAD"                                            600.00                                             600.00                                             ""                                                 NULL                                               NULL
275306                                             943                                                930203                                             "PRIJEM"                                           "VKLAD"                                            800.00                                             800.00                                             ""                                                 NULL                                               NULL
846309                                             2881                                               930203                                             "PRIJEM"                                           "VKLAD"                                            7000.00                                            14678.50                                           ""                                                 NULL                                               NULL
138712                                             465                                                930204                                             "PRIJEM"                                           "VKLAD"                                            700.00                                             700.00                                             ""                                                 NULL                                               NULL
1163520                                            3983                                               930204                                             "PRIJEM"                                           "VKLAD"                                            900.00                                             900.00                                             ""                                                 NULL                                               NULL
2797771                                            9265                                               930204                                             "PRIJEM"                                           "VKLAD"                                            300.00                                             300.00                                             ""                                                 NULL                                               NULL
192366                                             652                                                930204                                             "PRIJEM"                                           "VKLAD"                                            2900.00                                            17496.00                                           ""                                                 NULL                                               NULL
695272                                             2378                                               930205                                             "PRIJEM"                                           "VKLAD"                                            30192.00                                           89645.70                                           ""                                                 NULL                                               NULL
783292                                             2670                                               930205                                             "PRIJEM"                                           "VKLAD"                                            24381.00                                           25481.00                                           ""                                                 NULL                                               NULL
122242                                             411                                                930205                                             "PRIJEM"                                           "VKLAD"                                            400.00                                             400.00                                             ""                                                 NULL                                               NULL
637743                                             2177                                               930205                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5123.00                                            11067.50                                           "DUCHOD"                                           "YZ"                                               "62457513"
330661                                             1127                                               930205                                             "PRIJEM"                                           "VKLAD"                                            23330.00                                           23930.00                                           ""                                                 NULL                                               NULL
259747                                             890                                                930205                                             "PRIJEM"                                           "VKLAD"                                            700.00                                             700.00                                             ""                                                 NULL                                               NULL
566013                                             1926                                               930205                                             "PRIJEM"                                           "VKLAD"                                            8500.00                                            13721.00                                           ""                                                 NULL                                               NULL
560900                                             1909                                               930205                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3191.00                                            3991.00                                            ""                                                 "AB"                                               "24230474"
110536                                             374                                                930205                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    23041.00                                           23441.00                                           ""                                                 "WX"                                               "4004806"
498391                                             1699                                               930205                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5224.00                                            6024.00                                            "DUCHOD"                                           "CD"                                               "94008880"
529774                                             1806                                               930205                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5029.00                                            5429.00                                            "DUCHOD"                                           "UV"                                               "39912659"
224344                                             764                                                930205                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6238.00                                            7338.00                                            "DUCHOD"                                           "UV"                                               "30560720"
232962                                             793                                                930205                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3401.00                                            7617.20                                            ""                                                 "IJ"                                               "6149286"
286072                                             982                                                930205                                             "PRIJEM"                                           "VKLAD"                                            900.00                                             900.00                                             ""                                                 NULL                                               NULL
851327                                             2902                                               930205                                             "PRIJEM"                                           "VKLAD"                                            20213.00                                           20413.00                                           ""                                                 NULL                                               NULL
3393740                                            11265                                              930205                                             "PRIJEM"                                           "VKLAD"                                            7618.00                                            8618.00                                            ""                                                 NULL                                               NULL
101388                                             346                                                930205                                             "PRIJEM"                                           "VKLAD"                                            19935.00                                           20735.00                                           ""                                                 NULL                                               NULL
184681                                             627                                                930205                                             "PRIJEM"                                           "VKLAD"                                            600.00                                             600.00                                             ""                                                 NULL                                               NULL
336633                                             1144                                               930206                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3375.00                                            3575.00                                            ""                                                 "GH"                                               "1589578"
119437                                             401                                                930206                                             "PRIJEM"                                           "VKLAD"                                            12817.00                                           13117.00                                           ""                                                 NULL                                               NULL
1157039                                            3960                                               930206                                             "PRIJEM"                                           "VKLAD"                                            500.00                                             500.00                                             ""                                                 NULL                                               NULL
1100775                                            3760                                               930206                                             "PRIJEM"                                           "VKLAD"                                            38645.00                                           50459.20                                           ""                                                 NULL                                               NULL
1028004                                            3510                                               930206                                             "VYDAJ"                                            "VYBER"                                            1600.00                                            22271.00                                           ""                                                 NULL                                               NULL
375032                                             1276                                               930206                                             "PRIJEM"                                           "VKLAD"                                            10600.00                                           17797.10                                           ""                                                 NULL                                               NULL
57435                                              192                                                930206                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5859.00                                            6159.00                                            "DUCHOD"                                           "GH"                                               "15384018"
699588                                             2393                                               930206                                             "PRIJEM"                                           "VKLAD"                                            5500.00                                            17165.20                                           ""                                                 NULL                                               NULL
660834                                             2256                                               930206                                             "PRIJEM"                                           "VKLAD"                                            700.00                                             700.00                                             ""                                                 NULL                                               NULL
275308                                             943                                                930206                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3217.00                                            4017.00                                            ""                                                 "OP"                                               "70103525"
1163522                                            3983                                               930206                                             "PRIJEM"                                           "VKLAD"                                            14626.00                                           15526.00                                           ""                                                 NULL                                               NULL
286074                                             982                                                930206                                             "PRIJEM"                                           "VKLAD"                                            4550.00                                            5450.00                                            ""                                                 NULL                                               NULL
1132664                                            3871                                               930206                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    4356.00                                            4656.00                                            "DUCHOD"                                           "GH"                                               "31564527"
506452                                             1730                                               930206                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6689.00                                            7589.00                                            "DUCHOD"                                           "ST"                                               "43294817"
710066                                             2429                                               930206                                             "PRIJEM"                                           "VKLAD"                                            600.00                                             600.00                                             ""                                                 NULL                                               NULL
695340                                             2378                                               930207                                             "VYDAJ"                                            "PREVOD NA UCET"                                   9612.00                                            80033.70                                           "SIPO"                                             "EF"                                               "1222903"
1176387                                            4034                                               930207                                             "PRIJEM"                                           "VKLAD"                                            5080.00                                            5280.00                                            ""                                                 NULL                                               NULL
129504                                             435                                                930207                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5039.00                                            5439.00                                            "DUCHOD"                                           "MN"                                               "22131634"
138714                                             465                                                930207                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    12785.00                                           13485.00                                           ""                                                 "UV"                                               "71654224"
347545                                             1179                                               930207                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    4212.00                                            4912.00                                            "DUCHOD"                                           "WX"                                               "72322171"
541683                                             1843                                               930207                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    17632.00                                           18632.00                                           ""                                                 "QR"                                               "76294219"
542217                                             1844                                               930207                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3242.00                                            6996.60                                            ""                                                 "ST"                                               "42988401"
682548                                             2330                                               930207                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3395.00                                            3595.00                                            ""                                                 "ST"                                               "18759459"
2442343                                            8051                                               930207                                             "PRIJEM"                                           "VKLAD"                                            200.00                                             200.00                                             ""                                                 NULL                                               NULL
1028982                                            3514                                               930207                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3399.00                                            3999.00                                            ""                                                 "GH"                                               "67514222"
579375                                             1972                                               930207                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5298.00                                            11015.10                                           "DUCHOD"                                           "UV"                                               "14132887"
3122926                                            10364                                              930207                                             "PRIJEM"                                           "VKLAD"                                            14493.00                                           15593.00                                           ""                                                 NULL                                               NULL
615550                                             2099                                               930207                                             "PRIJEM"                                           "VKLAD"                                            28157.00                                           81962.40                                           ""                                                 NULL                                               NULL
612713                                             2087                                               930207                                             "PRIJEM"                                           "VKLAD"                                            1800.00                                            19390.10                                           ""                                                 NULL                                               NULL
292055                                             1000                                               930207                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    31348.00                                           31548.00                                           ""                                                 "ST"                                               "87163465"
